08/11/2020,Yahoo Finance,Tesla launches five-for-one stock split https://t.co/1V1ZfdMcDt https://t.co/YqMxb4eQIi
08/11/2020,MarketsTicker,Tesla's board approves stock split
08/11/2020,CNBC Tech,Tesla announces five-for-one stock split https://t.co/HBf71FKwT4
08/11/2020,CNBC's Fast Money,Tesla surging 6% after hours on news of a 5-for-1 stock split. Here's what it could mean for the name $TSLA https://t.co/w2vhheAWCA
08/11/2020,Kathleen Pender,Tesla announces five-for-one stock split https://t.co/KukjXkMV0n
08/11/2020,Michael Wayland,.⁦@Tesla⁩ announces five-for-one stock split @CNBC https://t.co/jk290eaQlB
08/11/2020,Cheddar🧀,BREAKING: Tesla announces a five for one stock split. #CheddarLive $TSLA https://t.co/SeBXMugREI
08/11/2020,CNBC International,Tesla announces five-for-one stock split https://t.co/LHVEvg9QHM
08/11/2020,Carla Marinucci,Oh my: @Tesla announces five-for-one stock split https://t.co/QGrGeqfA2W
08/11/2020,Morning Brew ☕️,Tesla just announced a 5-for-1 stock split
08/11/2020,CNBC,Tesla announces five-for-one stock split https://t.co/zzWt2RUKj5
08/11/2020,Jon Najarian,Tesla $TSLA Announces a 5-for-1 Stock Split https://t.co/jeXXWWs5Fq
08/11/2020,Richard Southern,"Tesla announces 5-for-1 stock split, sending its shares up 6.7% in the after-hours session."
08/11/2020,Ken Yeung,"Tesla splits its stock: 5-to-1.

https://t.co/p8qLD63jyM"
08/11/2020,MarketWatch,Tesla plans five-for-one stock split https://t.co/a4sYANQeBW
08/11/2020,davidshepardson,RTRS: TESLA SHARES RISE 5.0% AFTER THE BELL FOLLOWING ANNOUNCEMENT OF FIVE-FOR-ONE STOCK SPLIT
08/11/2020,CNBC Now,BREAKING: Tesla surges after-hours as company announces 5-for-1 stock split https://t.co/s0seJtIav3 https://t.co/GUkdZNR55G
08/11/2020,scott budman,"#Breaking: Tesla just announced a 5-1 stock split.
$TSLA"
08/11/2020,Carol Massar,@Tesla REPORTS 5-FOR-1 STOCK SPLIT
08/11/2020,davidshepardson,Breaking: @Tesla announces five for one stock split https://t.co/kTxiHmN9DP
08/11/2020,CNBC Now,"BREAKING: Tesla announces 5-for-1 stock split 

https://t.co/jn8limUSe7"
08/11/2020,Bloomberg Asia,Tesla says a hedge fund that is shorting the company’s stock is also funding a former employee’s lawsuit against the company https://t.co/fbj8BFWZom
08/11/2020,Bloomberg,Tesla says a hedge fund that is shorting the company’s stock is also funding a former employee’s lawsuit against the company https://t.co/RzVJYJx4mT
08/11/2020,Quintin Quarantino,"@ibarraOFC I wish I woulda bought Tesla stock under $100. 

Cringey or not, we all have regrets &amp; that’s a documented one that led to the failure of the company... 🤷🏽‍♂️"
08/11/2020,Business Insider,Tesla competitor Nio surges 11% after slashing quarterly losses and nearly tripling sales https://t.co/gUFBP8fp3A
08/11/2020,TheStreet,Fully-electric automaker XPeng filed a form F-1 with the SEC indicating their intention for an initial public offering on the US stock exchange. https://t.co/7dBSiDlKMv
08/11/2020,Akash Banerjee,"Brilliant thread - especially for startups!!
Before @elonmusk became a global icon
Before @Tesla became a hot stock to own
Musk did things this own way &amp; was tearing up the playbook waaaaay back then.🔥 https://t.co/0mDWgbZg5e"
08/11/2020,Kunal Desai,@msmilonich @Mark_Goldberg_ @Tesla @elonmusk lol what does profits have to do with stock price.
08/10/2020,Blind,What % of Tesla owners also own Tesla stock?
08/10/2020,Business Insider,Chinese Tesla competitor Xpeng Motors files for IPO on the New York Stock Exchange https://t.co/Ef1tCr2sFg
08/10/2020,Morning Brew ☕️,"Pandemic stock picking be like

Wayfair + 98%
Tesla +102%
Zoom +204%
Facebook +32%
AMD +87%
Nvidia +71%
Chipotle +68%
Apple +57%
PayPal +72%

Delta Air Lines -53%

https://t.co/hHXeiPfoV0"
08/10/2020,Value Line,"Where does Tesla stock go from here? Download our latest stock report for analysis, financial estimates, and near- and long-term recommendations. https://t.co/IMiiph0gDa https://t.co/WO0yUzopRy"
08/10/2020,Arjun Kharpal,"Chinese #Tesla rival Xpeng Motors files for an IPO on the New York Stock Exchange. Ticker will be $XPEV. 

Interesting time to pick a US IPO as a Chinese company. 

https://t.co/GhnGadvO0r"
08/09/2020,Jon Erlichman,"Stock gains in 2020

Zoom: +280%
Nvidia: +276%
Tesla: +247%
Etsy: +205%
Docusign: +176%
Shopify: +173%
Peloton: +140%
Wix: +138%
Square: +135%
Teladoc: +131%
Pinterest: +88%
AMD: +85%
PayPal: +84%
Amazon: +71%
Spotify: +69%
Netflix: +53%
Apple: +51%
Microsoft: +35%
Facebook: +31%"
08/09/2020,MarketWatch,What would long-anticipated S&amp;P 500 inclusion do for Tesla's stock? https://t.co/rI1uVnrtZi
08/09/2020,Citywire,"The asset manager has made a huge sum for its clients from its big bet on Elon Musk’s carmaker, as interest in the company has sent the stock soaring this year. Read more @CitywireWealth https://t.co/qREd788Cu3"
08/09/2020,ForbesLife,.@Tesla's new 'Terafactory' in Austin is now underway: https://t.co/6GD2PGVF64 https://t.co/UQ6DsJalMx
08/08/2020,Shashank Joshi,"@twlldun @Aremay If we'd abolished the army in 2001, invested the whole lot in Apple and Tesla stock, we could have 250 aircraft carriers today. Criminal negligence."
08/08/2020,Scott Wainner,"@CaramanicoMyra @BernieSanders Tesla is leading the way in converting the globe from fossil fuels to clean energy. If the govt wants to increase cap gains taxes then so be it, but targeting a person who is actually helping us all by demanding forced stock sales and a huge tax on unrealized gains isn’t the way."
08/07/2020,Ari Paul ⛓️,"@acityinohio Isaac Newton told my grandpa about south sea company stock, but he was smart enough to buy Tesla as the catch up trade.  Fun fact: a babe Ruth rookie card purchases in 1621 for three dead rats is now worth 18,000 dead rats."
08/07/2020,scott budman,"Two years ago today, @elonmusk famously tweets that he’s thinking of taking Tesla private .. at $420/share.

If you bought Tesla stock that day and held, you’ve seen your shares rise by .. 420%."
08/07/2020,Jon Erlichman,"On this day in 2018: Elon Musk mulls taking Tesla private at $420 a share

Tesla stock price today: $1,490 https://t.co/6o2HExafkp"
08/07/2020,Niraj Shah,"Bunch of stocks, all in news... on a dull start for the benchmarks... Guess which stock is the best performing global stock though? (not Tesla... answer in the setup)... Trade setup @BloombergQuint https://t.co/Fu3AQcfxrh"
08/06/2020,Vusi Thembekwayo,You have to “Sea” it to believe it 👉🏾 The World’s Hottest Stock Is a Money-Losing Tech Giant Soaring 880%  https://t.co/C6nC4haiFF
08/06/2020,Real Vision,"@JWKEdinburgh Hi John, it was chosen simply as an example to reflect extraordinary gains on negative earnings. 

Here is an interesting article on them. https://t.co/33JBXWwXax"
08/06/2020,Business Insider,"Ford's outgoing CEO couldn't match the stock value of Tesla or Nikola, but experts say his biggest moves prepared the old automaker for the future https://t.co/8Kgcnjk4DM"
08/06/2020,Linus Chua,This loss-making company has become the world's best-performing large-cap stock after jumping 880% in the past 18 months https://t.co/aH5AIKAlzS via @business
08/06/2020,Subrahmanyam KVJ,"Stock trading is the new game in town. Now with fractional shares as well!
https://t.co/C1PzkKl5hg https://t.co/lEzTIjGoZ2"
08/06/2020,Ophir Gottlieb,$TSLA The Tesla Stock Debate Rages as Bears Dredge Up Old Lines of Attack https://t.co/ifzoKSeLb0
08/06/2020,Sarah Wells,The World’s Hottest Stock Is a Money-Losing Tech Giant Soaring 880% https://t.co/4QNXTzamyd @yoolimleenews
08/06/2020,Barron's,Hedge-fund manager David Einhorn is still bearish on Tesla shares despite the electric vehicle maker’s recent successes. https://t.co/tGv4H0ZcTo
08/06/2020,Carol Massar,"Sea (SE), the World’s Hottest Stock, Is a Money-Losing Tech Giant Soaring 880% - Bloomberg https://t.co/hRRL6vVBe1"
08/06/2020,Bloomberg,Singapore-based Sea is stoking a debate on Wall Street after jumping 880% in the past 18 months https://t.co/nRG1LUUwSP
08/06/2020,The Seattle Times,"Sea has quietly become the world's best-performing large-cap stock, stoking a debate on Wall Street over whether the Singapore-based gaming, e-commerce and payments company is the next great internet colossus. https://t.co/RTBIj5uYam"
08/06/2020,Bloomberg Asia,Singapore-based Sea is stoking a debate on Wall Street after jumping 880% in the past 18 months https://t.co/AWDOXMKM98
08/06/2020,Joyce Koh,Great story diving into Sea by our Southeast Asia tech queen @yoolimleenews Singapore-based Sea is stoking a debate on Wall Street after jumping 880% in the past 18 months https://t.co/fHyZMNbRv8 via @business
08/06/2020,The Straits Times,Singapore's Sea enjoys 880% stock rally that's trouncing Tesla and everything else https://t.co/r8TstbCUl9
08/05/2020,Peter Elstrom,What tech bubble? @yoolimleenews crunches the numbers behind the Singapore company that's become the world's hottest stock  https://t.co/N1b66jkefH via @business
08/05/2020,Speed,3 words ‘buy Tesla stock’
08/05/2020,Speed,"Buy Tesla stock, the lotto numbers and tell every sport result https://t.co/9nQOY5iJsN"
08/05/2020,The St. Catharines Standard,The 880 per cent stock rally that’s trouncing Tesla and everything else https://t.co/ajMGoVZCTL via @StCatStandard
08/05/2020,Bloomberg,Singapore-based Sea is stoking a debate on Wall Street after jumping 880% in the past 18 months https://t.co/1OZrOQJn1U
08/05/2020,ForbesLife,.@Tesla's new 'Terafactory' in Austin is now underway: https://t.co/ORDKkE3wgi https://t.co/ccxO27YrSJ
08/05/2020,ETMarkets,"This stock has quietly become the world’s best-performing large-cap stock, stoking a debate on Wall Street over whether the company is the next great internet colossus or just Exhibit A in a global tech bubble that’s destined to burst. https://t.co/gWybDIGYr6"
08/05/2020,Bloomberg New Economy Forum,Singapore-based Sea is stoking a debate on Wall Street after jumping 880% in the past 18 months https://t.co/ust6GVmaWw
08/05/2020,Business Insider,Tesla competitor Nikola sinks 17% after debut earnings report misses forecasts and analyst call turns contentious https://t.co/SuNYksufi0
08/05/2020,Bloomberg Australia,Singapore-based Sea is stoking a debate on Wall Street after jumping 880% in the past 18 months https://t.co/2ARxF9mOs3
08/05/2020,Stuart Wallace,"The 880% stock rally that’s trouncing Tesla and everything else.
https://t.co/Oea7xbtLEr via @yoolimleenews https://t.co/k9J4AbuUDw"
08/05/2020,Bloomberg Asia,Singapore-based Sea is stoking a debate on Wall Street after jumping 880% in the past 18 months https://t.co/gVaMMvdkrK
08/05/2020,Bloomberg,Singapore-based Sea is stoking a debate on Wall Street after jumping 880% in the past 18 months https://t.co/hJ5jVxweZw
08/05/2020,BNN Bloomberg,The 880% stock rally that's trouncing Tesla and everything else https://t.co/ji2G5eViU0 https://t.co/BJW5CN4RBB
08/05/2020,MyBroadband,The 880% stock rally that is beating Tesla and Big Tech https://t.co/CdiSoj57Nv
08/05/2020,Bloomberg Markets,Singapore-based Sea is stoking a debate on Wall Street after jumping 880% in the past 18 months https://t.co/HzQtzeUTff
08/05/2020,Yoolim Lee,"The world's hottest stock isn't Tesla or FAANGs 

Sea Ltd. shares quietly climbed 880% last 18 months. Founder Forrest Li has emerged as the champion of SE Asia tech, beating high-profile unicorns. But he faces big challenges.

https://t.co/1nVT5f2L0H @pattersonm0  @edwininla https://t.co/jDfntOmlMr"
08/05/2020,The Business Times,Singapore's Sea enjoys 880% stock rally that's trouncing Tesla and everything else https://t.co/jOsXkIqgMQ https://t.co/0N0idtpo8Z
08/05/2020,Alex B 📉,"&gt; Bulls see a Tencent-Alibaba mash-up; bears see a bubble

I thank God every day for making me so dull I wouldn't dare investing, so and I can be a living breathing version of the bystander-effect:

https://t.co/Gba880cIAQ https://t.co/EeskuZimBS"
08/04/2020,Adam Singer,@quantian1 @TheStalwart Funny enough I have a Tesla t-shirt I bought before the stock was hot
08/04/2020,Mike Bastasch,"I find it hilarious that the article is comparing Exxon’s stock price to Tesla’s. Yes, Tesla shares are worth way more, but it’s all speculation! I thought the left was supposed to hate speculators? https://t.co/ZlmkQhVC6G"
08/04/2020,Business Insider,Tesla competitor Nikola has surged as much as 33% in 2 days ahead of its quarterly earnings release https://t.co/ue0wMopZKD
08/04/2020,Money,Tesla has more than tripled its share price since the beginning of 2020. https://t.co/tRxnkE5cay
08/04/2020,Citywire,"The asset manager has made a huge sum for its clients from its big bet on Elon Musk’s carmaker, as interest in the company has sent the stock soaring this year. Read more @CitywireWealth https://t.co/qREd78qdlB"
08/04/2020,Mike G,@guapdad4000 Tesla with stock invested type
08/03/2020,RBC Capital Markets,"""RBC analyst Joseph Spak’s worst-case scenario is $20 a share. Officially, he rates the stock the equivalent of Hold and has a $46 price target. Getting to $20 means #Nikola didn’t hit his truck market share estimate he models in 2028."" $NKLA $TSLA https://t.co/FNwDUCZWkF"
08/03/2020,Andy Nyquist,"My latest: ""Tesla Update: Reversal Highlights Time / Price Relationship"" - https://t.co/QgYK0bz6tp

#IBDpartner via @seeitmarket $TSLA https://t.co/wTKn8F4Qja"
08/03/2020,Alec Hogg,"Why Tesla, a once-popular short, powered up stock exchange – Wall Street Journal https://t.co/UYJpSVdtut https://t.co/7OLxqdbayU"
08/03/2020,Business Insider,Tesla competitor Nio surges 13% after reporting July deliveries skyrocketed https://t.co/gkQG9TvOwM
08/03/2020,Barron's,"It is more good news for other EV makers, too, including Tesla and Chinese peer Li Auto. https://t.co/7j3TeUn8Aq"
08/03/2020,Jon Erlichman,"Stock gains in 2020:

Zoom +289%
Tesla +283%
Wayfair: +210%
Docusign: +202%
Teladoc: +183%
Etsy: +180%
Shopify: +166%
Peloton: +147%
Wix: +145%
Pinterest: +97%
Nvidia: +85%
PayPal: +83%
Amazon: +70%
eBay: +55%
Netflix: +53%
Apple: +51%
Microsoft: +35%
Facebook: +23%
Google: +11%"
08/03/2020,TheStreet,"Recently, investment bank Morgan Stanley $MS made the unusual move of placing two price targets on Tesla $TSLA.

They issued a short term target of $1050 and a long term target of $2500.  https://t.co/SgOZoohO8b"
